Row ID,State,Postal Code,Region,Category,Sub_Category,Sales
1608,California,90049,West,Office_Supplies,Binders,5.84
1609,California,90049,West,Office_Supplies,Paper,22.72
1610,California,90049,West,Office_Supplies,Binders,9.336
1611,California,90008,West,Furniture,Bookcases,290.666
1612,California,90008,West,Technology,Phones,201.584
1613,California,90008,West,Technology,Phones,83.984
1614,California,94601,West,Office_Supplies,Storage,1000.02
1615,Pennsylvania,19143,East,Technology,Accessories,83.976
1616,Minnesota,55122,Central,Office_Supplies,Labels,3.75
1617,Minnesota,55122,Central,Office_Supplies,Labels,41.4
1618,Minnesota,55122,Central,Office_Supplies,Art,29.79
1619,New_York,10011,East,Office_Supplies,Storage,59.48
1620,New_York,10011,East,Office_Supplies,Paper,6.69
1621,Washington,98031,West,Furniture,Furnishings,198.46
1622,Washington,98031,West,Office_Supplies,Labels,786.48
1623,Washington,98031,West,Office_Supplies,Binders,23.168
1624,Washington,98031,West,Technology,Accessories,50
1625,California,90049,West,Technology,Phones,675.96
1626,California,90049,West,Technology,Accessories,1265.85
1627,New_York,10011,East,Office_Supplies,Appliances,523.25
1628,Louisiana,70506,South,Furniture,Chairs,517.5
1629,Ohio,44105,East,Furniture,Furnishings,17.92
1630,Ohio,44105,East,Office_Supplies,Binders,41.256
1631,Ohio,44105,East,Office_Supplies,Storage,1006.056
1632,Ohio,44105,East,Office_Supplies,Paper,10.688
1633,Ohio,44105,East,Office_Supplies,Paper,10.368
1634,Ohio,44105,East,Office_Supplies,Storage,25.12
1635,Ohio,44105,East,Technology,Accessories,58.112
1636,Oregon,97224,West,Office_Supplies,Paper,15.552
1637,Oregon,97224,West,Office_Supplies,Storage,669.08
1638,Oregon,97224,West,Technology,Phones,438.336
1639,District_of_Columbia,20016,East,Office_Supplies,Paper,19.44
1640,District_of_Columbia,20016,East,Office_Supplies,Binders,9.64
1641,District_of_Columbia,20016,East,Office_Supplies,Paper,12.7
1642,District_of_Columbia,20016,East,Furniture,Furnishings,41.37
1643,Illinois,60076,Central,Office_Supplies,Fasteners,12.624
1644,Washington,98115,West,Office_Supplies,Storage,1247.64
1645,Washington,98115,West,Technology,Copiers,3149.93
1646,Washington,98115,West,Office_Supplies,Paper,209.7
1647,Pennsylvania,19140,East,Technology,Accessories,35.36
1648,Pennsylvania,19140,East,Office_Supplies,Fasteners,3.168
1649,Pennsylvania,19143,East,Office_Supplies,Binders,121.104
1650,Pennsylvania,19143,East,Technology,Phones,45.894
1651,California,94110,West,Office_Supplies,Paper,109.92
1652,California,94110,West,Office_Supplies,Paper,13.36
1653,Washington,98105,West,Office_Supplies,Storage,169.68
1654,Washington,98105,West,Technology,Accessories,132.52
1655,Washington,98105,West,Office_Supplies,Fasteners,2.96
1656,Washington,98105,West,Office_Supplies,Binders,8.448
1657,Washington,98105,West,Office_Supplies,Storage,95.94
1658,Wisconsin,53209,Central,Furniture,Furnishings,34.79
1659,California,90045,West,Technology,Phones,160.776
1660,Washington,98115,West,Office_Supplies,Binders,88.752
1661,Washington,98115,West,Office_Supplies,Binders,13.904
1662,Pennsylvania,19143,East,Technology,Phones,677.58
1663,Pennsylvania,19143,East,Office_Supplies,Binders,13.896
1664,Texas,75217,Central,Office_Supplies,Storage,41.92
1665,Texas,75217,Central,Technology,Accessories,297.576
1666,Texas,75217,Central,Office_Supplies,Fasteners,4.344
1667,Texas,75217,Central,Technology,Accessories,94.992
1668,Texas,75217,Central,Office_Supplies,Paper,74.352
1669,Texas,75217,Central,Office_Supplies,Art,14.04
1670,New_York,10011,East,Furniture,Tables,1018.104
1671,Texas,77095,Central,Technology,Phones,16.68
1672,Nevada,89031,West,Technology,Accessories,58.58
1673,Texas,75023,Central,Technology,Phones,167.968
1674,Virginia,23434,South,Office_Supplies,Labels,196.62
1675,Texas,77041,Central,Furniture,Furnishings,21.936
1676,Texas,77041,Central,Office_Supplies,Binders,6.588
1677,California,94110,West,Office_Supplies,Storage,104.28
1678,California,94110,West,Office_Supplies,Paper,17.94
1679,Pennsylvania,19134,East,Office_Supplies,Storage,64.784
1680,Pennsylvania,19134,East,Technology,Phones,32.382
1681,Pennsylvania,19134,East,Furniture,Furnishings,42.368
1682,Pennsylvania,19134,East,Technology,Machines,399.54
1683,California,90008,West,Office_Supplies,Paper,18.97
1684,California,94110,West,Furniture,Furnishings,14.82
1685,Pennsylvania,19143,East,Office_Supplies,Appliances,99.28
1686,Pennsylvania,19143,East,Office_Supplies,Binders,1.188
1687,Pennsylvania,19143,East,Office_Supplies,Binders,7.518
1688,Pennsylvania,19140,East,Office_Supplies,Paper,10.368
1689,Pennsylvania,19140,East,Furniture,Furnishings,310.88
1690,Pennsylvania,19143,East,Furniture,Tables,853.092
1691,Indiana,46203,Central,Office_Supplies,Paper,33.45
1692,Indiana,46203,Central,Office_Supplies,Binders,10.4
1693,Ohio,43229,East,Furniture,Furnishings,21.88
1694,Texas,75023,Central,Technology,Accessories,13.616
1695,New_Jersey,7002,East,Technology,Accessories,63.96
1696,New_Jersey,7002,East,Office_Supplies,Binders,14.46
1697,New_Jersey,7002,East,Technology,Phones,104.98
1698,California,90008,West,Office_Supplies,Appliances,106.96
1699,California,90008,West,Office_Supplies,Labels,21.56
1700,Washington,98115,West,Furniture,Tables,515.88
1701,New_York,10035,East,Office_Supplies,Binders,11.808
1702,New_York,10035,East,Furniture,Chairs,1931.04
1703,New_York,10035,East,Office_Supplies,Paper,9.96
1704,California,92037,West,Office_Supplies,Fasteners,12.35
1705,Arizona,85301,West,Office_Supplies,Binders,9.702
1706,Pennsylvania,19120,East,Office_Supplies,Binders,11.61
1707,California,94122,West,Office_Supplies,Labels,43.86
1708,California,94122,West,Technology,Phones,148.48
1709,California,94122,West,Office_Supplies,Paper,7.42
1710,California,94122,West,Furniture,Chairs,71.992
1711,California,94122,West,Office_Supplies,Art,19.9
1712,California,94122,West,Office_Supplies,Appliances,1702.12
1713,Texas,77070,Central,Office_Supplies,Paper,14.304
1714,Illinois,60610,Central,Furniture,Tables,765.625
1715,California,94110,West,Furniture,Bookcases,307.666
1716,New_York,10011,East,Office_Supplies,Binders,7.712
1717,New_York,10011,East,Office_Supplies,Appliances,242.9
1718,New_York,10011,East,Office_Supplies,Storage,454.9
1719,New_York,10011,East,Furniture,Furnishings,35.92
1720,New_York,10011,East,Furniture,Furnishings,39.76
1721,New_York,10011,East,Office_Supplies,Binders,47.744
1722,Illinois,60623,Central,Technology,Phones,159.984
1723,Illinois,60623,Central,Technology,Accessories,255.968
1724,Illinois,60623,Central,Furniture,Bookcases,359.058
1725,Pennsylvania,19143,East,Office_Supplies,Appliances,434.352
1726,Pennsylvania,19143,East,Office_Supplies,Appliances,3.552
1727,Pennsylvania,19143,East,Office_Supplies,Appliances,88.832
1728,Ohio,43017,East,Furniture,Tables,1048.35
1729,Virginia,22153,South,Technology,Accessories,100
1730,Virginia,22153,South,Office_Supplies,Labels,7.83
1731,North_Carolina,28314,South,Office_Supplies,Paper,96.256
1732,North_Carolina,28314,South,Office_Supplies,Paper,10.688
1733,Texas,75081,Central,Office_Supplies,Storage,338.04
1734,Texas,75081,Central,Office_Supplies,Art,154.24
1735,North_Carolina,28540,South,Office_Supplies,Appliances,34.848
1736,North_Carolina,28540,South,Technology,Phones,22
1737,North_Carolina,28540,South,Office_Supplies,Art,4.368
1738,California,94122,West,Office_Supplies,Storage,31.44
1739,California,94122,West,Technology,Accessories,17.9
1740,California,94122,West,Technology,Accessories,129.45
1741,California,92037,West,Office_Supplies,Labels,20.88
1742,Pennsylvania,19140,East,Office_Supplies,Paper,20.736
1743,Pennsylvania,19140,East,Furniture,Furnishings,7.168
1744,Pennsylvania,19140,East,Office_Supplies,Storage,11.168
1745,Pennsylvania,19140,East,Technology,Accessories,442.4
1746,New_York,14609,East,Office_Supplies,Art,13.36
1747,North_Carolina,28540,South,Office_Supplies,Binders,11.232
1748,North_Carolina,28540,South,Office_Supplies,Paper,10.272
1749,Texas,77095,Central,Office_Supplies,Paper,10.368
1750,Texas,77095,Central,Office_Supplies,Art,6.24
1751,Texas,78207,Central,Furniture,Tables,206.962
1752,California,94601,West,Furniture,Furnishings,9.46
1753,California,94122,West,Office_Supplies,Storage,559.62
1754,California,94122,West,Office_Supplies,Paper,109.92
1755,California,94122,West,Office_Supplies,Paper,8.56
1756,Texas,76106,Central,Office_Supplies,Paper,360.712
1757,Texas,76106,Central,Technology,Phones,1718.4
1758,Texas,77095,Central,Office_Supplies,Binders,41.568
1759,Texas,77095,Central,Technology,Accessories,46.864
1760,Pennsylvania,19143,East,Office_Supplies,Art,19.536
1761,California,92105,West,Furniture,Bookcases,411.332
1762,California,92105,West,Office_Supplies,Binders,28.752
1763,California,92105,West,Furniture,Bookcases,293.199
1764,Virginia,23434,South,Office_Supplies,Supplies,35.06
1765,Virginia,23434,South,Office_Supplies,Labels,4.13
1766,Virginia,23434,South,Furniture,Furnishings,109.8
1767,Virginia,23434,South,Office_Supplies,Labels,9.82
1768,North_Carolina,27405,South,Office_Supplies,Binders,7.644
1769,North_Carolina,27405,South,Office_Supplies,Binders,51.465
1770,Texas,75081,Central,Office_Supplies,Supplies,6.976
1771,Texas,75081,Central,Office_Supplies,Binders,12.222
1772,Illinois,60623,Central,Office_Supplies,Storage,97.984
1773,Illinois,60623,Central,Technology,Accessories,62.4
1774,Maryland,21215,East,Office_Supplies,Binders,20.86
1775,Maryland,21215,East,Office_Supplies,Storage,497.61
1776,Maryland,21215,East,Office_Supplies,Art,5.34
1777,Maryland,21215,East,Office_Supplies,Labels,3.15
1778,California,90004,West,Office_Supplies,Paper,368.91
1779,California,90004,West,Office_Supplies,Art,14.7
1780,New_York,10011,East,Technology,Accessories,59.97
1781,New_York,10011,East,Office_Supplies,Storage,83.36
1782,Massachusetts,2038,East,Office_Supplies,Paper,6.58
1783,Massachusetts,2038,East,Office_Supplies,Binders,122.94
1784,Wisconsin,53209,Central,Office_Supplies,Paper,219.84
1785,Wisconsin,53209,Central,Technology,Accessories,98.16
1786,Wisconsin,53209,Central,Office_Supplies,Binders,33.04
1787,Wisconsin,53209,Central,Technology,Phones,86.97
1788,Wisconsin,53142,Central,Technology,Phones,134.97
1789,Wisconsin,53142,Central,Technology,Phones,699.98
1790,Wisconsin,53142,Central,Technology,Accessories,139.95
1791,New_York,10011,East,Office_Supplies,Paper,48.94
1792,Wisconsin,53711,Central,Furniture,Chairs,2807.84
1793,Wisconsin,53711,Central,Office_Supplies,Art,46.64
1794,Texas,77041,Central,Office_Supplies,Storage,60.416
1795,Kansas,66062,Central,Office_Supplies,Art,107.94
1796,New_York,10024,East,Office_Supplies,Storage,63.84
1797,New_York,10024,East,Technology,Phones,347.97
1798,New_York,10024,East,Office_Supplies,Binders,37.008
1799,California,95123,West,Furniture,Furnishings,215.65
1800,Texas,75081,Central,Office_Supplies,Fasteners,11.168
1801,Texas,75081,Central,Office_Supplies,Paper,53.952
1802,Washington,98002,West,Furniture,Furnishings,4.18
1803,Pennsylvania,19134,East,Office_Supplies,Binders,5.607
1804,Pennsylvania,19134,East,Office_Supplies,Supplies,4663.736
1805,Pennsylvania,19134,East,Technology,Accessories,79.984
1806,California,90049,West,Technology,Phones,2575.944
1807,California,90049,West,Office_Supplies,Paper,45.36
1808,California,90049,West,Technology,Accessories,254.24
1809,Oklahoma,74133,Central,Technology,Phones,69.93
1810,Illinois,60610,Central,Furniture,Furnishings,16.156
1811,Illinois,60610,Central,Office_Supplies,Paper,54.816
1812,Virginia,22801,South,Furniture,Tables,1441.3
1813,Ohio,43055,East,Furniture,Furnishings,77.6
1814,Ohio,43055,East,Furniture,Furnishings,4.656
1815,California,90045,West,Furniture,Tables,170.136
1816,Washington,98105,West,Office_Supplies,Labels,7.38
1817,Washington,98105,West,Office_Supplies,Art,9.26
1818,California,90036,West,Office_Supplies,Labels,9.96
1819,Illinois,60623,Central,Office_Supplies,Appliances,75.6
1820,Illinois,60623,Central,Furniture,Furnishings,29.32
1821,Illinois,60623,Central,Office_Supplies,Appliances,92.064
1822,Illinois,60623,Central,Office_Supplies,Fasteners,6.976
1823,Illinois,60623,Central,Furniture,Chairs,62.958
1824,Illinois,60623,Central,Office_Supplies,Paper,5.184
1825,Oregon,97756,West,Office_Supplies,Binders,31.32
1826,Oregon,97756,West,Furniture,Furnishings,11.84
1827,Oregon,97756,West,Furniture,Furnishings,22.784
1828,North_Carolina,27604,South,Technology,Phones,1127.976
1829,Georgia,31204,South,Office_Supplies,Paper,38.88
1830,Ohio,44105,East,Technology,Phones,779.796
1831,Oklahoma,74403,Central,Technology,Phones,1439.92
1832,Oklahoma,74403,Central,Furniture,Tables,262.11
1833,North_Carolina,28110,South,Furniture,Chairs,207
1834,Texas,78745,Central,Technology,Machines,1439.982
1835,Texas,78745,Central,Office_Supplies,Paper,36.288
1836,Connecticut,6450,East,Office_Supplies,Art,21.4
1837,Georgia,30076,South,Office_Supplies,Appliances,1245.86
1838,North_Carolina,28205,South,Office_Supplies,Labels,17.544
1839,North_Carolina,28205,South,Furniture,Furnishings,44.128
1840,North_Carolina,28205,South,Office_Supplies,Appliances,62.92
1841,North_Carolina,28205,South,Office_Supplies,Paper,78.304
1842,Kentucky,42104,South,Furniture,Chairs,140.81
1843,Texas,78207,Central,Office_Supplies,Labels,40.096
1844,Texas,78207,Central,Furniture,Furnishings,40.784
1845,Washington,98115,West,Technology,Accessories,90.57
1846,District_of_Columbia,20016,East,Office_Supplies,Paper,40.08
1847,District_of_Columbia,20016,East,Furniture,Furnishings,37.68
1848,California,90004,West,Furniture,Chairs,362.352
1849,California,90004,West,Office_Supplies,Binders,7.184
1850,Indiana,46614,Central,Office_Supplies,Storage,34.76
1851,Indiana,46614,Central,Technology,Accessories,831.2
1852,Indiana,46614,Central,Office_Supplies,Paper,26.4
1853,Indiana,46614,Central,Office_Supplies,Envelopes,106.75
1854,Indiana,46614,Central,Office_Supplies,Paper,97.82
1855,Indiana,46614,Central,Office_Supplies,Storage,141.4
1856,California,90032,West,Office_Supplies,Art,14.52
1857,Texas,77041,Central,Office_Supplies,Storage,127.92
1858,Texas,77041,Central,Office_Supplies,Binders,34.24
1859,Connecticut,6010,East,Office_Supplies,Appliances,137.62
1860,Connecticut,6010,East,Technology,Phones,100.49
1861,New_York,10009,East,Furniture,Bookcases,257.568
1862,New_York,10009,East,Technology,Phones,119.96
1863,Texas,78207,Central,Office_Supplies,Storage,49.632
1864,Colorado,80013,West,Furniture,Tables,727.45
1865,Colorado,80013,West,Furniture,Furnishings,24.96
1866,Ohio,43055,East,Technology,Phones,370.782
1867,Nevada,89015,West,Furniture,Furnishings,196.45
1868,Pennsylvania,19143,East,Office_Supplies,Paper,31.104
1869,Pennsylvania,19143,East,Office_Supplies,Storage,78.256
1870,Washington,98103,West,Office_Supplies,Paper,6.48
1871,California,94122,West,Office_Supplies,Art,99.2
1872,California,94122,West,Furniture,Chairs,801.568
1873,California,94122,West,Furniture,Tables,272.848
1874,Washington,99207,West,Furniture,Tables,70.98
1875,Ohio,43229,East,Office_Supplies,Paper,16.224
1876,New_York,11561,East,Furniture,Bookcases,176.784
1877,Texas,78207,Central,Technology,Phones,470.376
1878,California,90049,West,Furniture,Chairs,393.568
1879,California,90049,West,Technology,Phones,302.376
1880,Florida,32216,South,Office_Supplies,Binders,68.742
1881,New_York,10011,East,Office_Supplies,Envelopes,29.34
1882,New_York,10011,East,Furniture,Chairs,383.607
1883,New_York,10011,East,Office_Supplies,Storage,563.4
1884,Pennsylvania,19143,East,Office_Supplies,Paper,217.056
1885,Texas,76248,Central,Office_Supplies,Labels,6
1886,California,94122,West,Furniture,Furnishings,31.56
1887,Florida,33012,South,Office_Supplies,Fasteners,7.104
1888,Florida,33012,South,Office_Supplies,Binders,398.352
1889,Ohio,45014,East,Office_Supplies,Appliances,121.792
1890,Ohio,45014,East,Furniture,Tables,409.59
1891,California,92646,West,Office_Supplies,Paper,10.56
1892,California,92646,West,Office_Supplies,Art,3.38
1893,Florida,32127,South,Office_Supplies,Envelopes,7.824
1894,Oregon,97504,West,Office_Supplies,Paper,24.784
1895,Virginia,22901,South,Office_Supplies,Art,34.65
1896,Montana,59801,West,Office_Supplies,Binders,487.984
1897,Minnesota,55407,Central,Office_Supplies,Binders,1793.98
1898,Florida,33178,South,Office_Supplies,Envelopes,29.808
1899,Florida,33178,South,Office_Supplies,Binders,505.176
1900,Florida,33178,South,Furniture,Tables,174.0585
1901,South_Carolina,29501,South,Office_Supplies,Storage,191.88
1902,Michigan,48205,Central,Technology,Phones,14.78
1903,Oregon,97477,West,Office_Supplies,Paper,5.184
1904,Oregon,97477,West,Furniture,Chairs,478.48
1905,Oregon,97477,West,Technology,Accessories,28.4
1906,Indiana,46203,Central,Office_Supplies,Storage,909.12
1907,Florida,32712,South,Office_Supplies,Binders,2.952
1908,Florida,32712,South,Office_Supplies,Binders,27.018
1909,California,90008,West,Furniture,Furnishings,136.92
1910,New_York,11572,East,Furniture,Furnishings,18.96
1911,California,90008,West,Technology,Accessories,99.39
1912,Texas,77041,Central,Office_Supplies,Paper,273.896
1913,Texas,77041,Central,Technology,Machines,597.132
1914,Georgia,30076,South,Technology,Accessories,149.95
1915,Florida,33437,South,Office_Supplies,Labels,4.608
1916,Florida,33437,South,Office_Supplies,Art,15.528
1917,Florida,33437,South,Office_Supplies,Labels,11.952
1918,Massachusetts,2038,East,Office_Supplies,Art,11.65
1919,Michigan,48227,Central,Technology,Phones,299.9
1920,New_York,13601,East,Office_Supplies,Binders,895.92
1921,New_York,13601,East,Furniture,Chairs,462.564
1922,Pennsylvania,19601,East,Office_Supplies,Storage,15.008
1923,Texas,76017,Central,Technology,Phones,863.64
1924,Texas,76017,Central,Office_Supplies,Art,47.616
1925,California,92024,West,Office_Supplies,Paper,92.94
1926,California,94110,West,Technology,Accessories,199.98
1927,California,90045,West,Technology,Phones,177.48
1928,Colorado,80219,West,Office_Supplies,Paper,88.768
1929,Washington,98105,West,Office_Supplies,Paper,6.48
1930,Washington,98105,West,Office_Supplies,Storage,46.51
1931,Washington,98105,West,Technology,Phones,659.976
1932,Arizona,85254,West,Technology,Phones,271.992
1933,Louisiana,70506,South,Furniture,Bookcases,145.74
1934,Louisiana,70506,South,Furniture,Furnishings,15.4
1935,California,94109,West,Office_Supplies,Paper,244.55
1936,California,94109,West,Technology,Accessories,166.16
1937,California,94109,West,Furniture,Furnishings,14.73
1938,Colorado,80020,West,Office_Supplies,Binders,19.968
1939,Colorado,80020,West,Office_Supplies,Storage,33.488
1940,Colorado,80020,West,Office_Supplies,Binders,8.736
1941,Colorado,80020,West,Furniture,Chairs,662.88
1942,Illinois,62301,Central,Office_Supplies,Labels,47.36
1943,Illinois,62301,Central,Office_Supplies,Storage,27.44
1944,Illinois,62301,Central,Office_Supplies,Binders,3.24
1945,Texas,75007,Central,Technology,Accessories,95.968
1946,Texas,75007,Central,Office_Supplies,Paper,10.368
1947,New_York,10009,East,Office_Supplies,Art,23.1
1948,New_York,10009,East,Furniture,Furnishings,11.54
1949,New_York,10009,East,Furniture,Tables,254.526
1950,New_York,10009,East,Office_Supplies,Appliances,12.98
1951,New_York,10009,East,Office_Supplies,Binders,26.432
1952,New_York,10009,East,Technology,Phones,197.97
1953,New_York,10009,East,Office_Supplies,Labels,18.9
1954,New_York,10009,East,Furniture,Chairs,1282.41
1955,New_York,10009,East,Office_Supplies,Art,4.92
1956,New_York,10009,East,Technology,Accessories,238
1957,New_York,10009,East,Technology,Accessories,167.97
1958,New_York,10009,East,Office_Supplies,Paper,17.12
1959,Missouri,65807,Central,Office_Supplies,Binders,16.2
1960,Missouri,65807,Central,Office_Supplies,Appliances,33.99
1961,Missouri,65807,Central,Technology,Accessories,296.85
1962,Missouri,65807,Central,Technology,Accessories,112.8
1963,Missouri,65807,Central,Office_Supplies,Binders,13.71
1964,Missouri,65807,Central,Office_Supplies,Paper,24.9
1965,Missouri,65807,Central,Office_Supplies,Storage,286.29
1966,Missouri,65807,Central,Office_Supplies,Appliances,24.18
1967,New_Jersey,7501,East,Technology,Phones,281.97
1968,New_Jersey,7501,East,Office_Supplies,Supplies,69.5
1969,New_Jersey,7501,East,Office_Supplies,Paper,166.44
1970,Oklahoma,74133,Central,Technology,Accessories,291.96
1971,Illinois,60623,Central,Office_Supplies,Art,6.408
1972,Illinois,60623,Central,Technology,Accessories,408.744
1973,Illinois,60610,Central,Office_Supplies,Binders,5.104
1974,Illinois,60610,Central,Office_Supplies,Fasteners,2.896
1975,Illinois,60610,Central,Technology,Accessories,35.016
1976,Alabama,36116,South,Office_Supplies,Storage,275.97
1977,Alabama,36116,South,Technology,Phones,1394.95
1978,Alabama,36116,South,Furniture,Chairs,545.88
1979,Oregon,97301,West,Office_Supplies,Art,5.248
1980,Arizona,85301,West,Furniture,Chairs,933.536
1981,Arizona,85301,West,Office_Supplies,Storage,42.976
1982,Georgia,31907,South,Office_Supplies,Binders,3.76
1983,Oklahoma,73120,Central,Technology,Phones,479.96
1984,California,94513,West,Office_Supplies,Appliances,320.88
1985,California,94513,West,Furniture,Furnishings,23.88
1986,California,94513,West,Office_Supplies,Paper,26.76
1987,Ohio,43229,East,Technology,Copiers,1439.976
1988,Missouri,65807,Central,Office_Supplies,Binders,17.22
1989,Missouri,65807,Central,Furniture,Tables,1024.38
1990,Missouri,65807,Central,Office_Supplies,Envelopes,26.22
1991,Missouri,65807,Central,Office_Supplies,Paper,17.34
1992,Pennsylvania,19134,East,Office_Supplies,Binders,4.956
1993,Oregon,97477,West,Office_Supplies,Labels,71.04
1994,Oregon,97477,West,Office_Supplies,Art,5.344
1995,Oregon,97477,West,Office_Supplies,Fasteners,11.304
1996,Texas,77036,Central,Office_Supplies,Appliances,294.62
1997,Texas,77036,Central,Furniture,Furnishings,8.752
1998,Virginia,23320,South,Office_Supplies,Labels,15
1999,Virginia,23320,South,Technology,Phones,161.61
2000,Virginia,23320,South,Technology,Phones,144.95
2001,California,91104,West,Technology,Accessories,199.95
2002,California,91104,West,Office_Supplies,Art,41.86
2003,Kentucky,40214,South,Office_Supplies,Storage,95.94
2004,Kentucky,40214,South,Furniture,Chairs,304.45
2005,Texas,79424,Central,Office_Supplies,Binders,11.364
2006,Missouri,65203,Central,Office_Supplies,Art,29.68
2007,Missouri,65203,Central,Technology,Accessories,47.53
2008,Illinois,60623,Central,Furniture,Bookcases,183.372
2009,Tennessee,37604,South,Office_Supplies,Art,4.224
2010,Tennessee,37604,South,Office_Supplies,Appliances,333.056
2011,Tennessee,37604,South,Office_Supplies,Paper,24.896
2012,Texas,77041,Central,Technology,Accessories,159.984
2013,Texas,77041,Central,Office_Supplies,Storage,46.344
2014,Alabama,36830,South,Furniture,Chairs,350.98
2015,Alabama,36830,South,Office_Supplies,Paper,13.08
2016,Alabama,36830,South,Office_Supplies,Storage,900.08
2017,California,92404,West,Office_Supplies,Binders,17.568
2018,California,92404,West,Office_Supplies,Labels,14.62
2019,California,92404,West,Office_Supplies,Supplies,33.36
2020,California,92404,West,Office_Supplies,Paper,40.14
2021,Rhode_Island,2908,East,Office_Supplies,Storage,1606.23
2022,Rhode_Island,2908,East,Office_Supplies,Paper,17.04
2023,Rhode_Island,2908,East,Office_Supplies,Binders,49.53
2024,Rhode_Island,2908,East,Furniture,Chairs,872.32
2025,California,93727,West,Office_Supplies,Binders,239.12
2026,Washington,98103,West,Furniture,Bookcases,141.96
2027,California,93534,West,Office_Supplies,Binders,33.024
2028,California,93534,West,Office_Supplies,Binders,67.136
2029,Massachusetts,1453,East,Office_Supplies,Binders,14.73
2030,Massachusetts,1453,East,Office_Supplies,Storage,104.9
2031,Massachusetts,1453,East,Office_Supplies,Binders,61.04
2032,Massachusetts,1453,East,Office_Supplies,Paper,10.95
2033,Texas,76106,Central,Office_Supplies,Paper,9.392
2034,Texas,76106,Central,Office_Supplies,Art,9.328
2035,Minnesota,55901,Central,Office_Supplies,Binders,8.26
2036,Minnesota,55901,Central,Furniture,Chairs,269.97
2037,Montana,59715,West,Office_Supplies,Paper,29.04
2038,Montana,59715,West,Office_Supplies,Labels,14.62
2039,Arizona,85345,West,Office_Supplies,Paper,11.952
2040,Arizona,85345,West,Office_Supplies,Binders,4.536
2041,Arizona,85345,West,Office_Supplies,Binders,9.156
2042,Arizona,85345,West,Furniture,Furnishings,75.36
2043,California,92105,West,Office_Supplies,Binders,57.504
2044,Ohio,44107,East,Office_Supplies,Art,38.864
2045,Texas,77095,Central,Office_Supplies,Paper,15.552
2046,New_Jersey,8861,East,Office_Supplies,Appliances,162.64
2047,New_Jersey,8861,East,Technology,Phones,597
2048,New_Jersey,8861,East,Office_Supplies,Paper,55.48
2049,Pennsylvania,19134,East,Furniture,Furnishings,289.8
2050,Pennsylvania,19134,East,Office_Supplies,Binders,2.502
2051,Pennsylvania,19134,East,Office_Supplies,Binders,6.48
2052,Pennsylvania,19134,East,Furniture,Chairs,341.488
2053,Pennsylvania,19134,East,Office_Supplies,Art,11.12
2054,Pennsylvania,19134,East,Furniture,Furnishings,25.344
2055,Indiana,47374,Central,Furniture,Furnishings,17.31
2056,Michigan,48227,Central,Technology,Accessories,199.95
2057,Michigan,48227,Central,Furniture,Chairs,1586.69
2058,Michigan,48227,Central,Technology,Accessories,84.99
2059,Michigan,48227,Central,Furniture,Tables,411.8
2060,California,90049,West,Office_Supplies,Fasteners,11.34
2061,California,90049,West,Office_Supplies,Storage,80.3
2062,California,90049,West,Office_Supplies,Binders,15.968
2063,California,90049,West,Office_Supplies,Paper,64.74
2064,California,90049,West,Office_Supplies,Binders,19.296
2065,California,90049,West,Office_Supplies,Storage,405.64
2066,California,90049,West,Furniture,Chairs,146.352
2067,California,90049,West,Technology,Accessories,251.91
2068,California,90049,West,Office_Supplies,Art,12.39
2069,California,91767,West,Technology,Accessories,199.96
2070,California,91767,West,Furniture,Tables,710.832
2071,Pennsylvania,19134,East,Office_Supplies,Binders,1.941
2072,California,91761,West,Furniture,Chairs,283.92
2073,Washington,98105,West,Office_Supplies,Binders,7.312
2074,California,94513,West,Technology,Accessories,59.97
2075,California,94513,West,Technology,Phones,761.544
2076,California,94122,West,Furniture,Furnishings,58.2
2077,Maryland,21215,East,Office_Supplies,Paper,39.9
2078,Maryland,21215,East,Office_Supplies,Appliances,90.86
2079,Maryland,21215,East,Office_Supplies,Paper,94.85
2080,Arizona,85023,West,Office_Supplies,Paper,106.232
2081,Arizona,85023,West,Technology,Phones,111.984
2082,Arizona,85023,West,Furniture,Furnishings,7.712
2083,California,90008,West,Office_Supplies,Paper,37.44
2084,Texas,77036,Central,Office_Supplies,Labels,23.68
2085,New_York,10009,East,Office_Supplies,Labels,122.12
2086,New_York,10009,East,Office_Supplies,Labels,18.45
2087,New_York,10009,East,Office_Supplies,Storage,324.9
2088,New_York,10009,East,Office_Supplies,Paper,146.73
2089,New_York,10009,East,Office_Supplies,Fasteners,3.96
2090,California,91730,West,Office_Supplies,Labels,5.76
2091,Delaware,19805,East,Office_Supplies,Binders,26.55
2092,Delaware,19805,East,Furniture,Tables,310.443
2093,Minnesota,56560,Central,Furniture,Chairs,479.9
2094,New_Mexico,87401,West,Office_Supplies,Supplies,12.88
2095,North_Carolina,28403,South,Office_Supplies,Art,13.12
2096,Mississippi,39212,South,Office_Supplies,Binders,511.84
2097,Mississippi,39212,South,Office_Supplies,Art,91.96
2098,Mississippi,39212,South,Office_Supplies,Art,8.34
2099,Oregon,97206,West,Office_Supplies,Storage,37.68
2100,Oregon,97206,West,Technology,Accessories,279.944
2101,Colorado,80219,West,Office_Supplies,Storage,636.408
2102,Colorado,80219,West,Office_Supplies,Art,83.168
2103,Arizona,85705,West,Furniture,Chairs,259.136
2104,New_York,10009,East,Office_Supplies,Paper,221.92
2105,New_York,10009,East,Technology,Accessories,26
